sample_id,split,output_split,sample_date,sample_lon,sample_lat,GEOID,hazard_index,exposure_index,vulnerability_index,risk_score,risk_hev_product,risk_tier,hazard_prob_mean,hazard_prob_p95,hazard_prob_max,hazard_pred_fire_frac,acs_population,acs_housing_units,asset_value_usd,expected_property_loss_usd_weighted,expected_property_loss_usd_hev,expected_population_affected,expected_housing_units_affected,exposure_pop_density_km2,exposure_housing_density_km2,acs_median_home_value,road_nearest_dist_m,svi_rpl_themes
train_train_ndws64_meta_000.tfrecord_00000064,train,train,2020-07-21,-120.818916,40.383762,06035040200,0.0508201718330383,0.26850692719213315,0.5143,0.2088221640741591,0.007017915714081849,low,0.0508201718330383,0.1951304376125335,0.7061243653297424,0.026123046875,2460.0,2550.0,410040000.0,85625440.15696819,2877626.1594021213,513.7025236224314,532.4965183891057,1.3333312802199635,1.3821116929109378,160800.0,1004.2629992491346,0.5143
train_train_ndws64_meta_000.tfrecord_00000065,train,train,2020-07-21,-120.836884,41.066483,06035040100,0.1943514794111251,0.22566602042719994,0.2964,0.22415554583372255,0.012999666787131993,low,0.1943514794111251,0.4479759931564331,0.725835919380188,0.03857421875,1687.0,1087.0,339252700.0,76045374.14406413,4410172.056634854,378.1504058214899,243.65707832125642,0.2240508112879345,0.1443646899051481,312100.0,138.24736076658684,0.2964
train_train_ndws64_meta_000.tfrecord_00000066,train,train,2020-07-21,-120.800949,41.066483,06035040100,0.1993245929479599,0.22941834512878542,0.2964,0.22776780001261557,0.013553992091549597,low,0.1993245929479599,0.4523589611053467,0.709980309009552,0.0390625,1687.0,1087.0,339252700.0,77270841.12733987,4598228.412836848,384.2442786212825,247.58359861371312,0.2240508112879345,0.1443646899051481,312100.0,32.41936884564908,0.2964
train_train_ndws64_meta_000.tfrecord_00000067,train,train,2020-07-21,-120.782982,41.057499,06035040100,0.2002151012420654,0.22487324171730988,0.2964,0.22684952313622567,0.013344822789233367,low,0.2002151012420654,0.4542370438575744,0.7065851092338562,0.039306640625,1687.0,1087.0,339252700.0,76959313.21767703,4527267.162268951,382.6951455308127,246.5854316490773,0.2240508112879345,0.1443646899051481,312100.0,419.74124922784193,0.2964
train_train_ndws64_meta_000.tfrecord_00000068,train,train,2020-07-21,-120.774002,40.40173,06035040200,0.0579108595848083,0.26950697640905713,0.5143,0.2126675227151213,0.008026875877527278,low,0.0579108595848083,0.2198907732963562,0.7501547932624817,0.02587890625,2460.0,2550.0,410040000.0,87202191.01410833,3291340.184821285,523.1621058791984,542.3021829235593,1.3333312802199635,1.3821116929109378,160800.0,140.73032305438346,0.5143
train_train_ndws64_meta_000.tfrecord_00000069,train,train,2020-07-21,-120.809929,41.075466,06035040100,0.1984273642301559,0.22498247778746258,0.2964,0.2259884254513167,0.01323209037136553,low,0.1984273642301559,0.4497812390327453,0.7125923037528992,0.038330078125,1687.0,1087.0,339252700.0,76667183.5031079,4489022.385129759,381.24247373637127,245.64941846558125,0.2240508112879345,0.1443646899051481,312100.0,328.0780514704013,0.2964
train_train_ndws64_meta_000.tfrecord_00000070,train,train,2020-07-21,-121.312988,38.200859,06077004600,0.067966029047966,0.4937291885507751,0.5203,0.28616177108921553,0.017459609476564008,high,0.067966029047966,0.2989916801452636,0.7052480578422546,0.036376953125,6365.0,2092.0,1204573600.0,344702914.78331226,21031384.641778823,1821.4196729828568,598.6504251186389,46.49133849198986,15.280421072308371,575800.0,307.17576214780007,0.5203
train_train_ndws64_meta_000.tfrecord_00000071,train,train,2020-07-21,-115.779366,40.54546,06035040100,0.0702036023139953,0.22448153766206763,0.2964,0.16172626245561794,0.004671089893709884,very_low,0.0702036023139953,0.412726879119873,0.7538963556289673,0.040283203125,1687.0,1087.0,339252700.0,54866071.198977016,1584679.858383791,272.83220476262744,175.7964472892567,0.2240508112879345,0.1443646899051481,312100.0,357155.93606756825,0.2964
train_train_ndws64_meta_000.tfrecord_00000072,train,train,2020-07-21,-120.791962,41.066483,06035040100,0.1991982161998748,0.2250398344082383,0.2964,0.22639105842240886,0.013286880955493952,low,0.1991982161998748,0.4516924917697906,0.7077429294586182,0.0390625,1687.0,1087.0,339252700.0,76803777.82565995,4507610.2387299035,381.92171555860375,246.08708050515844,0.2240508112879345,0.1443646899051481,312100.0,294.2981675620299,0.2964
train_train_ndws64_meta_000.tfrecord_00000073,train,train,2020-07-22,-120.774002,40.464611,06035040200,0.0982249826192855,0.2689608640622527,0.5143,0.23266075052831858,0.013587125168519686,low,0.0982249826192855,0.4009097814559936,0.6306280493736267,0.03173828125,2460.0,2550.0,410040000.0,95400214.14663175,5571264.804099812,572.3454462996638,593.2849138472124,1.3333312802199635,1.3821116929109378,160800.0,265.95925750254446,0.5143
train_train_ndws64_meta_000.tfrecord_00000074,train,train,2020-07-22,-119.255844,35.66761,06029004703,0.0778792649507522,0.6987319011654527,0.7817,0.4048992028250119,0.042537555386780224,very_high,0.0778792649507522,0.2795193493366241,0.6671437621116638,0.031982421875,5127.0,852.0,157279200.0,63682222.700955614,6690272.681188484,2075.918212883836,344.97412080691015,1037.6276112970463,172.43197285451214,184600.0,58.74493387046272,0.7817
train_train_ndws64_meta_000.tfrecord_00000075,train,train,2020-07-22,-120.791962,40.455627,06035040200,0.0877572372555732,0.26877582706549624,0.5143,0.22737136674743547,0.012130806455723033,low,0.0877572372555732,0.3753660023212433,0.6429488658905029,0.025634765625,2460.0,2550.0,410040000.0,93231355.22111844,4974115.879104673,559.3335621986912,579.7969852059605,1.3333312802199635,1.3821116929109378,160800.0,380.0312694379179,0.5143
train_train_ndws64_meta_000.tfrecord_00000076,train,train,2020-07-22,-120.809929,40.383762,06035040200,0.0502544566988945,0.26862276983289035,0.5143,0.20857405929931436,0.006942788403827175,low,0.0502544566988945,0.1855530738830566,0.7154197096824646,0.0244140625,2460.0,2550.0,410040000.0,85523707.27509086,2846820.957105295,513.0921858763134,531.8638512132516,1.3333312802199635,1.3821116929109378,160800.0,588.3309849156103,0.5143
train_train_ndws64_meta_000.tfrecord_00000077,train,train,2020-07-22,-121.106377,41.353943,06049000200,0.1265668421983719,0.23288446939528076,0.6201,0.25716876191777016,0.01827772771599936,moderate,0.1265668421983719,0.3328455686569214,0.6783754825592041,0.02294921875,1602.0,1032.0,147988800.0,38058096.47369651,2704898.991417486,411.9843565922678,265.3981622991388,0.6649057135516475,0.4283287742729714,143400.0,1057.8327039934302,0.6201
train_train_ndws64_meta_000.tfrecord_00000078,train,train,2020-07-22,-121.115356,41.353943,06049000200,0.1250555664300918,0.23299918140072579,0.6201,0.2564475376352636,0.018068377441306377,moderate,0.1250555664300918,0.3278167247772217,0.6804418563842773,0.02294921875,1602.0,1032.0,147988800.0,37951363.3575975,2673917.495486001,410.8289552916923,264.65385883959203,0.6649057135516475,0.4283287742729714,143400.0,608.8830091662379,0.6201
train_train_ndws64_meta_000.tfrecord_00000079,train,train,2020-07-22,-120.818916,40.383762,06035040200,0.0499807298183441,0.26850692719213315,0.5143,0.208402443066812,0.006901994553379415,low,0.0499807298183441,0.1833326667547226,0.7001323103904724,0.023681640625,2460.0,2550.0,410040000.0,85453337.75511558,2830093.8466676953,512.6700099443575,531.4262298203706,1.3333312802199635,1.3821116929109378,160800.0,1004.2629992491346,0.5143
train_train_ndws64_meta_000.tfrecord_00000080,train,train,2020-07-22,-120.800949,40.383762,06035040200,0.0507779456675052,0.26929739507913136,0.5143,0.20903819135749202,0.007032727717353329,low,0.0507779456675052,0.1868596524000167,0.7278310656547546,0.025390625,2460.0,2550.0,410040000.0,85714019.98422603,2883699.6732235593,514.2339507394304,533.0473879616046,1.3333312802199635,1.3821116929109378,160800.0,171.84690660415765,0.5143
train_train_ndws64_meta_000.tfrecord_00000081,train,train,2020-07-22,-118.70787,37.509155,06051000101,0.1040494814515113,0.2613344135570891,0.5395,0.23832506479288237,0.014669927661558934,low,0.1040494814515113,0.4301010370254516,0.7122821807861328,0.03466796875,4039.0,2575.0,940132500.0,224057138.97639447,13791675.767280554,962.5949366984519,613.6870418416721,0.9747671258107584,0.621447226779575,365100.0,470.3958688451475,0.5395
train_train_ndws64_meta_000.tfrecord_00000082,train,train,2020-07-22,-121.052475,41.353943,06049000200,0.1230659186840057,0.23294996997601325,0.6201,0.2554379503348068,0.01777715209896221,moderate,0.1230659186840057,0.3720415830612182,0.666853666305542,0.025634765625,1602.0,1032.0,147988800.0,37801955.74450766,2630819.4065428986,409.21159643636054,263.61196474552065,0.6649057135516475,0.4283287742729714,143400.0,744.4850929922126,0.6201
train_train_ndws64_meta_000.tfrecord_00000083,train,train,2020-07-22,-120.800949,40.464611,06035040200,0.0927745327353477,0.27183256279121726,0.5143,0.23079703520503903,0.012970203185235086,low,0.0927745327353477,0.3931995034217834,0.6247276663780212,0.030517578125,2460.0,2550.0,410040000.0,94636016.3154742,5318302.114073794,567.760706604396,588.5324397728496,1.3333312802199635,1.3821116929109378,160800.0,46.28114628996431,0.5143
train_train_ndws64_meta_000.tfrecord_00000084,train,train,2020-07-23,-121.438751,41.686321,06049000200,0.1224943995475769,0.23307358442242948,0.6201,0.2551892751005173,0.017703984460898145,moderate,0.1224943995475769,0.4422309398651123,0.7451597452163696,0.041015625,1602.0,1032.0,147988800.0,37765154.59499544,2619991.4155869633,408.81321871102875,263.3553319037339,0.6649057135516475,0.4283287742729714,143400.0,477.3350202099512,0.6201
train_train_ndws64_meta_000.tfrecord_00000085,train,train,2020-07-23,-121.537567,38.398487,06113010401,0.0662578269839286,0.41682976222037793,0.1671,0.19159784215807768,0.004615006946007328,very_low,0.0662578269839286,0.3356839418411255,0.7030407786369324,0.039306640625,4640.0,1973.0,1792470500.0,343433479.9320106,8272263.808013228,889.0139876134805,378.02254257788724,13.300582674161664,5.65561414140538,908500.0,122.30065794444782,0.1671
train_train_ndws64_meta_000.tfrecord_00000086,train,train,2020-07-23,-120.774002,41.111401,06035040100,0.1673788726329803,0.22482341786775106,0.2964,0.21041646167681546,0.011153736582452172,low,0.1673788726329803,0.4315120279788971,0.7117094993591309,0.035400390625,1687.0,1087.0,339252700.0,71384352.74830617,3783935.2506856723,354.9725708487877,228.72269384269842,0.2240508112879345,0.1443646899051481,312100.0,480.9751531939696,0.2964
train_train_ndws64_meta_000.tfrecord_00000087,train,train,2020-07-23,-119.543304,36.763554,06019005906,0.1021108031272888,0.4614397872092837,0.3183,0.2531473377264295,0.014997655347030465,moderate,0.1021108031272888,0.3453221023082733,0.7116565704345703,0.03564453125,2222.0,776.0,337637600.0,85472059.55634111,5063772.356998534,562.4933844281263,196.44233407570928,31.290858898026077,10.927860713262032,435100.0,113.375463919835,0.3183
train_train_ndws64_meta_000.tfrecord_00000088,train,train,2020-07-23,-122.319099,41.075466,06089012500,0.145093485713005,0.2686527422431255,0.4459,0.24232256552944018,0.017381076240730157,moderate,0.145093485713005,0.5208145976066589,0.7155389785766602,0.0556640625,1531.0,1182.0,282852600.0,68541567.69867253,4916282.605488751,370.9958478255729,286.4252724557983,1.2581963014086175,0.9713834279980316,239300.0,87.29322698535847,0.4459
train_train_ndws64_meta_000.tfrecord_00000089,train,train,2020-07-23,-121.447739,41.695305,06049000200,0.1237016916275024,0.23307630025023593,0.6201,0.255793735888822,0.017878681417186907,moderate,0.1237016916275024,0.4490483999252319,0.745208203792572,0.04150390625,1602.0,1032.0,147988800.0,37854608.0217037,2645844.6085117897,409.78156489389283,263.9791354372643,0.6649057135516475,0.4283287742729714,143400.0,473.59842862385307,0.6201
train_train_ndws64_meta_000.tfrecord_00000090,train,train,2020-07-23,-121.429771,41.704288,06049000200,0.1241926476359367,0.23283113107343476,0.6201,0.2559656631399988,0.017930758655911403,moderate,0.1241926476359367,0.4421418309211731,0.7326480150222778,0.039794921875,1602.0,1032.0,147988800.0,37880051.329292655,2653551.4565779413,410.05699235027805,264.15656436047874,0.6649057135516475,0.4283287742729714,143400.0,1608.8534764855078,0.6201
train_train_ndws64_meta_000.tfrecord_00000091,train,train,2020-07-23,-121.070442,41.344959,06049000200,0.0834680721163749,0.23320632180747874,0.6201,0.23571593260043106,0.012070421421913786,low,0.0834680721163749,0.3195910453796386,0.6868219971656799,0.024169921875,1602.0,1032.0,147988800.0,34883318.00641867,1786287.181723315,377.61692402589057,243.25884244364485,0.6649057135516475,0.4283287742729714,143400.0,344.4169543127075,0.6201
train_train_ndws64_meta_000.tfrecord_00000092,train,train,2020-07-23,-119.246864,35.730492,06029004607,0.0662985891103744,0.6306169569697171,0.6732,0.3569743816461023,0.028145828572285595,very_high,0.0662985891103744,0.2096171081066131,0.6929830312728882,0.0263671875,6317.0,1368.0,270043200.0,96398504.33773473,7600589.614311433,2255.007168858428,488.34095409186796,397.7621800263945,86.13877826121698,197400.0,203.83346178664243,0.6732
train_train_ndws64_meta_000.tfrecord_00000093,train,train,2020-07-23,-120.100266,36.844402,06039001100,0.0636047199368476,0.3508152590665039,0.6288,0.262806937688375,0.014030732763010503,moderate,0.0636047199368476,0.3526105284690857,0.6860392689704895,0.0400390625,6610.0,2363.0,909282400.0,238965723.03793606,12757898.360508822,1737.1538581201587,621.0127937576301,6.508675715663087,2.326777718019951,384800.0,41.16068892449595,0.6288
train_train_ndws64_meta_000.tfrecord_00000094,train,train,2020-07-23,-119.07618,36.35931,06107001400,0.100158616900444,0.4713445840919865,0.5372,0.29892268367781794,0.02536079385757766,high,0.100158616900444,0.3675354123115539,0.7147695422172546,0.0341796875,4691.0,1866.0,511657200.0,152945943.34707803,12976032.774945386,1402.246309132644,557.7897277428083,37.50032206229484,14.91699018721854,274200.0,170.29021826055387,0.5372
train_train_ndws64_meta_000.tfrecord_00000095,train,train,2020-07-23,-120.791962,41.102417,06035040100,0.1642862856388092,0.2258382093452783,0.2964,0.2091746056229881,0.010997068536549512,low,0.1642862856388092,0.4377663135528564,0.7124674320220947,0.037353515625,1687.0,1087.0,339252700.0,70963049.72903389,3730785.1931094704,352.8775596859809,227.37279631218806,0.2240508112879345,0.1443646899051481,312100.0,120.58008672215972,0.2964
train_train_ndws64_meta_000.tfrecord_00000096,train,train,2020-07-23,-121.106377,41.353943,06049000200,0.0802058577537536,0.23288446939528076,0.6201,0.23398826969546105,0.011582661017595829,low,0.0802058577537536,0.2737462222576141,0.6836568117141724,0.02197265625,1602.0,1032.0,147988800.0,34627643.24630765,1714104.1048007857,374.8492080521286,241.4758943257158,0.6649057135516475,0.4283287742729714,143400.0,1057.8327039934302,0.6201
train_train_ndws64_meta_000.tfrecord_00000097,train,train,2020-07-23,-119.094147,36.35931,06107001400,0.1001079306006431,0.47181284180914485,0.5372,0.29903781784306505,0.02537314172090582,high,0.1001079306006431,0.3785406351089477,0.7164611220359802,0.037353515625,4691.0,1866.0,511657200.0,153004852.5716927,12982350.648121852,1402.786403501818,558.0045680951594,37.50032206229484,14.91699018721854,274200.0,114.26097799705468,0.5372
train_train_ndws64_meta_000.tfrecord_00000098,train,train,2020-07-23,-119.731949,36.32338,06031000500,0.0574401803314685,0.5765064244576454,0.61,0.3236720175030279,0.02019992611968934,very_high,0.0574401803314685,0.1753939241170883,0.6585742235183716,0.025634765625,5444.0,1642.0,338908800.0,109695295.04553017,6845932.72131257,1762.0704632864838,531.4694527399718,173.21892272275582,52.24567801446824,206400.0,450.83518520114905,0.61
train_train_ndws64_meta_000.tfrecord_00000099,train,train,2020-07-23,-120.818916,41.102417,06035040100,0.1560795903205871,0.2248947769381,0.2964,0.20478822824172355,0.010404080050182481,low,0.1560795903205871,0.4289008975028991,0.7158434987068176,0.03564453125,1687.0,1087.0,339252700.0,69474959.35922097,3529612.248040542,345.4777410437876,222.6048040987535,0.2240508112879345,0.1443646899051481,312100.0,397.8395617176912,0.2964
train_train_ndws64_meta_000.tfrecord_00000100,train,train,2020-07-24,-120.774002,41.111401,06035040100,0.0919011086225509,0.22482341786775106,0.2964,0.17267757967160077,0.006124074927060316,very_low,0.0919011086225509,0.3519167304039001,0.7243231534957886,0.029541015625,1687.0,1087.0,339252700.0,58581335.13305567,2077608.9540075152,291.3070769059905,187.70052910303005,0.2240508112879345,0.1443646899051481,312100.0,480.9751531939696,0.2964
train_train_ndws64_meta_000.tfrecord_00000101,train,train,2020-07-24,-121.393837,41.695305,06049000200,0.0986007750034332,0.2328395697755393,0.6201,0.2431722584343784,0.014236356275630297,moderate,0.0986007750034332,0.394631564617157,0.7272951602935791,0.03564453125,1602.0,1032.0,147988800.0,35986770.71899354,2106821.281602997,389.5619580118742,250.9537707042785,0.6649057135516475,0.4283287742729714,143400.0,1486.3912489153354,0.6201
train_train_ndws64_meta_000.tfrecord_00000102,train,train,2020-07-24,-121.492653,41.686321,06093000100,0.0962440222501754,0.24429748955497319,0.8146,0.28433125799157966,0.01915301614241037,high,0.0962440222501754,0.4474122524261474,0.7669633626937866,0.043701171875,1097.0,584.0,51742400.0,14711981.68350351,991023.0224470544,311.9113900167629,166.04945466708253,1.2749805000042562,0.678749874204636,88600.0,711.3781770647626,0.8146
train_train_ndws64_meta_000.tfrecord_00000103,train,train,2020-07-24,-121.429771,41.704288,06049000200,0.0987530723214149,0.23283113107343476,0.6201,0.2432458754827379,0.014257828784807032,moderate,0.0987530723214149,0.4080920815467834,0.7364574074745178,0.037109375,1602.0,1032.0,147988800.0,35997665.217639804,2109998.972469051,389.6798925233461,251.02974349818552,0.6649057135516475,0.4283287742729714,143400.0,1608.8534764855078,0.6201
train_train_ndws64_meta_000.tfrecord_00000104,train,train,2020-07-24,-121.501633,41.641403,06093001200,0.0748108550906181,0.23028724476173318,0.4621,0.198911600973829,0.007961052190624238,very_low,0.0748108550906181,0.3985022008419037,0.7716741561889648,0.039306640625,1127.0,1178.0,263283000.0,52370043.039192624,2096009.7039041214,224.1733742975053,234.3178659471706,0.3531808013581377,0.3691632511090383,223500.0,296.20895170555923,0.4621
train_train_ndws64_meta_000.tfrecord_00000105,train,train,2020-07-24,-120.72908,41.012585,06035040100,0.1104384064674377,0.2249699992935011,0.2964,0.1819902030217692,0.0073641552858766165,very_low,0.1104384064674377,0.4161935150623321,0.7407028079032898,0.038330078125,1687.0,1087.0,339252700.0,61740667.748683356,2498309.563952914,307.0174724977246,197.8233506846631,0.2240508112879345,0.1443646899051481,312100.0,336.4769063364864,0.2964
train_train_ndws64_meta_000.tfrecord_00000106,train,train,2020-07-24,-121.5196,41.686321,06093000100,0.0948545634746551,0.24874990210562442,0.8146,0.2849722523690149,0.019220538628201198,high,0.0948545634746551,0.4565217196941376,0.7816134095191956,0.04541015625,1097.0,584.0,51742400.0,14745148.270978518,994516.7979158377,312.61456084880933,166.4237953835047,1.2749805000042562,0.678749874204636,88600.0,34.22615544184127,0.8146
train_train_ndws64_meta_000.tfrecord_00000107,train,train,2020-07-24,-121.501633,41.677338,06093000100,0.0920473858714103,0.24556193355440795,0.8146,0.2826122730020275,0.01841267591974666,high,0.0920473858714103,0.4399777054786682,0.774804949760437,0.043212890625,1097.0,584.0,51742400.0,14623037.274580108,952716.0425098996,310.0256634832242,165.04556743318406,1.2749805000042562,0.678749874204636,88600.0,109.28974862508343,0.8146
train_train_ndws64_meta_000.tfrecord_00000108,train,train,2020-07-24,-121.501633,41.686321,06093000100,0.0953218787908554,0.24486163461930163,0.8146,0.2840394297812182,0.019013310641982823,high,0.0953218787908554,0.4518472552299499,0.7718989253044128,0.043212890625,1097.0,584.0,51742400.0,14696881.791511705,983794.324561732,311.5912544699964,165.87902699223145,1.2749805000042562,0.678749874204636,88600.0,206.34838985459976,0.8146
train_train_ndws64_meta_000.tfrecord_00000109,train,train,2020-07-24,-121.447739,41.641403,06049000200,0.0771382451057434,0.23328765252591702,0.6201,0.23257541831064682,0.011158947614838433,low,0.0771382451057434,0.4032376408576965,0.755459725856781,0.0380859375,1602.0,1032.0,147988800.0,34418557.06529065,1651399.2667828018,372.5858201336562,240.0178316965875,0.6649057135516475,0.4283287742729714,143400.0,294.162519301631,0.6201
train_train_ndws64_meta_000.tfrecord_00000110,train,train,2020-07-24,-121.286041,35.973034,06053011400,0.0740296244621276,0.26333037084777605,0.4492,0.2058539234853966,0.008756816409729478,low,0.0740296244621276,0.3558043241500854,0.7124538421630859,0.035400390625,4455.0,1472.0,616620800.0,126933810.98270404,5399635.140020519,917.0792291274419,303.0169753705038,1.2147175535431636,0.401361220834015,418900.0,500.8581848923006,0.4492
train_train_ndws64_meta_000.tfrecord_00000111,train,train,2020-07-24,-121.474686,41.650387,06093001200,0.0812422856688499,0.23271220578608653,0.4621,0.2028548045702509,0.00873649564065897,very_low,0.0812422856688499,0.4157289862632751,0.7620061039924622,0.041015625,1127.0,1178.0,263283000.0,53408221.51166937,2300170.781759616,228.61736475067278,238.96295978375557,0.3531808013581377,0.3691632511090383,223500.0,54.36690362243265,0.4621
train_train_ndws64_meta_000.tfrecord_00000112,train,train,2020-07-24,-121.483665,41.686321,06093000100,0.0952959507703781,0.24448050719158393,0.8146,0.28391212754266426,0.018978552736830634,high,0.0952959507703781,0.4417102932929992,0.7631428241729736,0.043212890625,1097.0,584.0,51742400.0,14690294.868163552,981995.8671301854,311.45160391430267,165.80468248491593,1.2749805000042562,0.678749874204636,88600.0,396.9396754241138,0.8146
train_train_ndws64_meta_000.tfrecord_00000113,train,train,2020-07-24,-121.250107,35.973034,06053011400,0.0738228783011436,0.26328556518347174,0.4492,0.20573710870561332,0.00873087500805467,low,0.0738228783011436,0.3840717077255249,0.712011992931366,0.03759765625,4455.0,1472.0,616620800.0,126861780.55974226,5383639.132166677,916.5588192835073,302.8450240146628,1.2147175535431636,0.401361220834015,418900.0,580.0419921770807,0.4492
train_train_ndws64_meta_000.tfrecord_00000114,train,train,2020-07-24,-121.402817,41.695305,06049000200,0.0992778614163398,0.23292995016930856,0.6201,0.2435379157589625,0.014339680612557864,moderate,0.0992778614163398,0.3918903768062591,0.7287876605987549,0.03564453125,1602.0,1032.0,147988800.0,36040883.90766995,2122112.1262357035,390.1477410458579,251.3311290632493,0.6649057135516475,0.4283287742729714,143400.0,818.6206701566174,0.6201
train_train_ndws64_meta_000.tfrecord_00000115,train,train,2020-07-24,-121.250107,35.964054,06053011400,0.0715294331312179,0.2638160624233266,0.4492,0.20474953529260692,0.008476679537505905,low,0.0715294331312179,0.3863634467124939,0.7145313024520874,0.03759765625,4455.0,1472.0,616620800.0,126252822.25175552,5226896.917760521,912.1591797285638,301.3913159507174,1.2147175535431636,0.401361220834015,418900.0,201.5861156089842,0.4492
train_train_ndws64_meta_000.tfrecord_00000116,train,train,2020-07-24,-121.420784,41.641403,06049000200,0.0790800005197525,0.2333032124461651,0.6201,0.23355096399372577,0.011440608221947802,low,0.0790800005197525,0.3792468905448913,0.75047767162323,0.036376953125,1602.0,1032.0,147988800.0,34562926.90027469,1693081.8820361889,374.1486443179487,241.024594841525,0.6649057135516475,0.4283287742729714,143400.0,286.16930387824283,0.6201
train_train_ndws64_meta_000.tfrecord_00000117,train,train,2020-07-24,-121.438751,41.713272,06049000200,0.1000625640153884,0.23279353906463277,0.6201,0.24388934372708404,0.014444558802955157,moderate,0.1000625640153884,0.4148926138877868,0.7358669638633728,0.0380859375,1602.0,1032.0,147988800.0,36092891.31095869,2137632.92377877,390.7107286507886,251.69380272635073,0.6649057135516475,0.4283287742729714,143400.0,2541.29889442203,0.6201
train_train_ndws64_meta_000.tfrecord_00000118,train,train,2020-07-24,-121.312988,35.982018,06053011400,0.0721979364752769,0.2659099619358709,0.4492,0.20571195681839974,0.008623809222563197,low,0.0721979364752769,0.3261415660381317,0.7054949998855591,0.032958984375,4455.0,1472.0,616620800.0,126846271.3829271,5317620.141864296,916.4467676259708,302.80800043668444,1.2147175535431636,0.401361220834015,418900.0,55.73295495754074,0.4492
train_train_ndws64_meta_000.tfrecord_00000119,train,train,2020-07-24,-121.51062,41.695305,06093000100,0.0982980281114578,0.24425957597709086,0.8146,0.2853468868488562,0.019558737158833047,high,0.0982980281114578,0.4608319997787475,0.7731795907020569,0.045166015625,1097.0,584.0,51742400.0,14764532.758088255,1012016.0015672031,313.0255348731952,166.642581919732,1.2749805000042562,0.678749874204636,88600.0,850.8104350569776,0.8146
train_train_ndws64_meta_000.tfrecord_00000120,train,train,2020-07-24,-121.259087,35.964054,06053011400,0.0716524794697761,0.2634411583040432,0.4492,0.20469858722610101,0.00847919451434402,low,0.0716524794697761,0.372471809387207,0.7171111106872559,0.036865234375,4455.0,1472.0,616620800.0,126221406.61422819,5228447.704790421,911.93220609228,301.3163203968207,1.2147175535431636,0.401361220834015,418900.0,374.3708431938595,0.4492
train_train_ndws64_meta_000.tfrecord_00000121,train,train,2020-07-24,-121.447739,41.668354,06049000200,0.0898517221212387,0.2330641286336746,0.6201,0.23886509965072172,0.01298564638123361,low,0.0898517221212387,0.4093838632106781,0.7576928734779358,0.038818359375,1602.0,1032.0,147988800.0,35349359.45919073,1921730.2251831046,382.6618896404562,246.5087828395448,0.6649057135516475,0.4283287742729714,143400.0,490.81683182128336,0.6201
train_train_ndws64_meta_000.tfrecord_00000122,train,train,2020-07-24,-120.836884,41.021568,06035040100,0.0873346850275993,0.22627461367412002,0.2964,0.17082972661603565,0.0058573447948774,very_low,0.0873346850275993,0.4077723026275635,0.7389476299285889,0.03662109375,1687.0,1087.0,339252700.0,57954445.99475196,1987120.036493104,288.18974880125216,185.69191283163076,0.2240508112879345,0.1443646899051481,312100.0,90.99717501736312,0.2964
train_train_ndws64_meta_000.tfrecord_00000123,train,train,2020-07-24,-121.447739,41.632423,06049000200,0.073004201054573,0.23346396259048524,0.6201,0.2305612893044321,0.010568891424657315,low,0.073004201054573,0.3909278213977813,0.753997266292572,0.03759765625,1602.0,1032.0,147988800.0,34120488.53061574,1564077.5592653265,369.3591854657002,237.93925056217392,0.6649057135516475,0.4283287742729714,143400.0,223.390980788807,0.6201
train_train_ndws64_meta_000.tfrecord_00000124,train,train,2020-07-24,-120.756035,41.021568,06035040100,0.1034062877297401,0.2259429437459939,0.2964,0.17876602698866823,0.006925066199665409,very_low,0.1034062877297401,0.4157966673374176,0.7367063760757446,0.0361328125,1687.0,1087.0,339252700.0,60646857.32417856,2349347.405915229,301.5782875298833,194.31867133668237,0.2240508112879345,0.1443646899051481,312100.0,111.86957596541936,0.2964
train_train_ndws64_meta_000.tfrecord_00000125,train,train,2020-07-24,-121.411804,41.65937,06049000200,0.0874287113547325,0.23659902808927954,0.6201,0.23871406410415014,0.012827108397662641,low,0.0874287113547325,0.3824896514415741,0.7476834654808044,0.03662109375,1602.0,1032.0,147988800.0,35327007.88989625,1898268.3792400172,382.4199306948485,246.35291415548295,0.6649057135516475,0.4283287742729714,143400.0,41.63146160979178,0.6201
train_train_ndws64_meta_000.tfrecord_00000126,train,train,2020-07-24,-120.747047,41.039536,06035040100,0.1064843758940696,0.22509490052837822,0.2964,0.18005065810554827,0.007104438275911682,very_low,0.1064843758940696,0.402610570192337,0.7380921840667725,0.0361328125,1687.0,1087.0,339252700.0,61082671.899084136,2410199.867086383,303.7454602240599,195.71506536073096,0.2240508112879345,0.1443646899051481,312100.0,267.8070204691287,0.2964
train_train_ndws64_meta_000.tfrecord_00000127,train,train,2020-07-24,-120.765015,41.12038,06035040100,0.0911788567900657,0.22557394994891114,0.2964,0.1725416133797062,0.006096229193827705,very_low,0.0911788567900657,0.3369683027267456,0.7216818928718567,0.028076171875,1687.0,1087.0,339252700.0,58535208.201421455,2068162.2138248722,291.07770177156436,187.55273374374065,0.2240508112879345,0.1443646899051481,312100.0,149.97841845559094,0.2964
