sample_id,split,sample_date,start_day,sample_lon,sample_lat,source_file,record_index,GEOID,NAMELSAD,ALAND,AWATER,point_x_3310,point_y_3310,tract_match_method,tract_nearest_dist_m
test_test_ndws64_meta_000.tfrecord_00000214,test,2020-02-12,42.0,-122.112488,39.620197,test_ndws64_meta_000.tfrecord.gz,214,06021010502,Census Tract 105.02,526507967.0,7717827.0,-181233.46092118035,180281.28059966676,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000215,test,2020-02-12,42.0,-122.723343,38.91951,test_ndws64_meta_000.tfrecord.gz,215,06033000901,Census Tract 9.01,41948909.0,8249644.0,-235863.26428817303,103781.0223780172,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000216,test,2020-02-12,42.0,-122.238251,39.584263,test_ndws64_meta_000.tfrecord.gz,216,06021010300,Census Tract 103,2543708130.0,20783679.0,-192115.15942758488,176537.16434725653,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000217,test,2020-02-12,42.0,-122.229271,39.548332,test_ndws64_meta_000.tfrecord.gz,217,06021010300,Census Tract 103,2543708130.0,20783679.0,-191438.3933951427,172527.57385550113,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000218,test,2020-02-12,42.0,-121.860962,41.892933,test_ndws64_meta_000.tfrecord.gz,218,06093000200,Census Tract 2,1300052752.0,72751427.0,-154705.70838178592,432077.3402626114,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000219,test,2020-02-12,42.0,-122.714363,38.91951,test_ndws64_meta_000.tfrecord.gz,219,06033000901,Census Tract 9.01,41948909.0,8249644.0,-235085.73739564526,103758.71888868418,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000220,test,2020-02-12,42.0,-122.013672,39.611214,test_ndws64_meta_000.tfrecord.gz,220,06021010502,Census Tract 105.02,526507967.0,7717827.0,-172778.39478176218,179098.8947433089,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000221,test,2020-02-12,42.0,-122.732323,38.91951,test_ndws64_meta_000.tfrecord.gz,221,06033000901,Census Tract 9.01,41948909.0,8249644.0,-236640.78906468648,103803.39951243252,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000222,test,2020-02-12,42.0,-119.857719,37.347458,test_ndws64_meta_000.tfrecord.gz,222,06043000301,Census Tract 3.01,205704486.0,798484.0,12586.616388388735,-74350.0917595257,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000223,test,2020-02-12,42.0,-122.112488,39.629177,test_ndws64_meta_000.tfrecord.gz,223,06021010300,Census Tract 103,2543708130.0,20783679.0,-181211.2302487531,181278.828773743,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000224,test,2020-02-12,42.0,-121.851974,41.883949,test_ndws64_meta_000.tfrecord.gz,224,06093000200,Census Tract 2,1300052752.0,72751427.0,-153978.0684896299,431066.8054163698,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000225,test,2020-02-13,43.0,-122.247238,39.548332,test_ndws64_meta_000.tfrecord.gz,225,06021010300,Census Tract 103,2543708130.0,20783679.0,-192981.01966906886,172563.99918387132,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000226,test,2020-02-13,43.0,-122.121468,39.629177,test_ndws64_meta_000.tfrecord.gz,226,06021010300,Census Tract 103,2543708130.0,20783679.0,-181981.4148939092,181296.02907198574,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000227,test,2020-02-13,43.0,-122.139435,39.638161,test_ndws64_meta_000.tfrecord.gz,227,06021010300,Census Tract 103,2543708130.0,20783679.0,-183499.85552791232,182328.64318287466,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000228,test,2020-02-13,43.0,-122.256218,39.557312,test_ndws64_meta_000.tfrecord.gz,228,06021010300,Census Tract 103,2543708130.0,20783679.0,-193728.28583740076,173579.8669840563,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000229,test,2020-02-13,43.0,-122.193336,39.548332,test_ndws64_meta_000.tfrecord.gz,229,06021010300,Census Tract 103,2543708130.0,20783679.0,-188353.03441727167,172455.59823663998,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000230,test,2020-02-13,43.0,-122.202316,39.539349,test_ndws64_meta_000.tfrecord.gz,230,06021010300,Census Tract 103,2543708130.0,20783679.0,-189147.2393171494,171475.57096705772,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000231,test,2020-02-13,43.0,-122.103508,39.629177,test_ndws64_meta_000.tfrecord.gz,231,06021010502,Census Tract 105.02,526507967.0,7717827.0,-180441.0439778874,181261.70142532233,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000232,test,2020-02-13,43.0,-117.369385,33.628433,test_ndws64_meta_000.tfrecord.gz,232,06065046401,Census Tract 464.01,202328420.0,0.0,244140.8116409382,-483986.07590772444,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000233,test,2020-02-13,43.0,-122.193336,40.374779,test_ndws64_meta_000.tfrecord.gz,233,06103000100,Census Tract 1,2992366306.0,9139794.0,-186229.27683995524,264240.1721017333,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000234,test,2020-02-13,43.0,-122.238251,39.548332,test_ndws64_meta_000.tfrecord.gz,234,06021010300,Census Tract 103,2543708130.0,20783679.0,-192209.40688893225,172545.74288142612,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000235,test,2020-02-13,43.0,-120.351791,34.904041,test_ndws64_meta_000.tfrecord.gz,235,06083002006,Census Tract 20.06,436187187.0,1467805.0,-32127.80248336979,-345782.3717835294,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000236,test,2020-02-13,43.0,-117.360397,33.628433,test_ndws64_meta_000.tfrecord.gz,236,06065046401,Census Tract 464.01,202328420.0,0.0,244974.7503113659,-483962.8914394486,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000237,test,2020-02-13,43.0,-122.202316,39.548332,test_ndws64_meta_000.tfrecord.gz,237,06021010300,Census Tract 103,2543708130.0,20783679.0,-189124.05474223144,172473.4750262741,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000238,test,2020-02-13,43.0,-122.193336,39.539349,test_ndws64_meta_000.tfrecord.gz,238,06021010300,Census Tract 103,2543708130.0,20783679.0,-188376.12447339075,171457.69198592287,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000239,test,2020-02-13,43.0,-117.369385,33.61945,test_ndws64_meta_000.tfrecord.gz,239,06065046401,Census Tract 464.01,202328420.0,0.0,244168.44321058574,-484981.6743364772,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000240,test,2020-02-13,43.0,-122.229271,39.548332,test_ndws64_meta_000.tfrecord.gz,240,06021010300,Census Tract 103,2543708130.0,20783679.0,-191438.3933951427,172527.57385550113,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000241,test,2020-02-14,44.0,-122.31012,39.674095,test_ndws64_meta_000.tfrecord.gz,241,06021010300,Census Tract 103,2543708130.0,20783679.0,-198039.48245003851,186663.6586008896,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000242,test,2020-02-14,44.0,-122.301132,39.674095,test_ndws64_meta_000.tfrecord.gz,242,06021010300,Census Tract 103,2543708130.0,20783679.0,-197269.12045853428,186644.9206573912,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000243,test,2020-02-14,44.0,-120.522469,38.883575,test_ndws64_meta_000.tfrecord.gz,243,06017030603,Census Tract 306.03,1219176045.0,26378127.0,-45277.994962903875,96523.8768120585,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000244,test,2020-02-14,44.0,-122.121468,39.629177,test_ndws64_meta_000.tfrecord.gz,244,06021010300,Census Tract 103,2543708130.0,20783679.0,-181981.4148939092,181296.02907198574,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000245,test,2020-02-14,44.0,-120.531456,38.883575,test_ndws64_meta_000.tfrecord.gz,245,06017030603,Census Tract 306.03,1219176045.0,26378127.0,-46056.81459563031,96528.205673296,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000246,test,2020-02-14,44.0,-121.887909,39.386635,test_ndws64_meta_000.tfrecord.gz,246,06007003600,Census Tract 36,330797952.0,875414.0,-162485.96944305793,153926.4577537328,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000247,test,2020-02-16,46.0,-121.753159,38.730862,test_ndws64_meta_000.tfrecord.gz,247,06113011400,Census Tract 114,567488758.0,3823979.0,-152237.5234960484,80832.38782233233,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000248,test,2020-02-16,46.0,-119.552292,36.799484,test_ndws64_meta_000.tfrecord.gz,248,06019005906,Census Tract 59.06,71011154.0,0.0,39893.131079698505,-135175.72144009825,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000249,test,2020-02-16,46.0,-119.228897,34.221321,test_ndws64_meta_000.tfrecord.gz,249,06111002905,Census Tract 29.05,19382158.0,1550659.0,71037.7112198355,-421325.67598229134,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000250,test,2020-02-16,46.0,-119.543304,36.799484,test_ndws64_meta_000.tfrecord.gz,250,06019005906,Census Tract 59.06,71011154.0,0.0,40694.0028892554,-135171.90154558653,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000251,test,2020-02-16,46.0,-121.932823,40.554443,test_ndws64_meta_000.tfrecord.gz,251,06089012604,Census Tract 126.04,720447871.0,1663062.0,-163706.4967317456,283705.9412668403,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000252,test,2020-02-16,46.0,-121.941811,40.554443,test_ndws64_meta_000.tfrecord.gz,252,06089012604,Census Tract 126.04,720447871.0,1663062.0,-164467.6573342996,283721.4969838448,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000253,test,2020-02-16,46.0,-119.812798,37.419323,test_ndws64_meta_000.tfrecord.gz,253,06043000301,Census Tract 3.01,205704486.0,798484.0,16544.68822368348,-66354.48800830124,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000254,test,2020-02-16,46.0,-119.228897,34.212337,test_ndws64_meta_000.tfrecord.gz,254,06111002905,Census Tract 29.05,19382158.0,1550659.0,71045.81804540446,-422322.4030873184,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000255,test,2020-05-17,137.0,-119.21093,36.278461,test_ndws64_meta_000.tfrecord.gz,255,06107001602,Census Tract 16.02,48881486.0,0.0,70791.64719505589,-192879.9778220025,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000256,test,2020-05-18,138.0,-114.60257,33.583515,test_ndws64_meta_000.tfrecord.gz,256,06065047000,Census Tract 470,134979433.0,4213361.0,500999.07803597214,-478088.726049853,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000257,test,2020-05-18,138.0,-121.941811,38.560184,test_ndws64_meta_000.tfrecord.gz,257,06113011301,Census Tract 113.01,283429906.0,367558.0,-169005.69719709686,62183.60155263916,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000258,test,2020-05-22,142.0,-116.578865,32.972664,test_ndws64_meta_000.tfrecord.gz,258,06073020902,Census Tract 209.02,422787620.0,7987272.0,320100.8292800446,-554275.39213257,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000259,test,2020-05-22,142.0,-120.037376,36.691689,test_ndws64_meta_000.tfrecord.gz,259,06019003900,Census Tract 39,456644747.0,1669531.0,-3335.1331215545515,-147250.16903599957,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000260,test,2020-05-22,142.0,-116.605812,32.96368,test_ndws64_meta_000.tfrecord.gz,260,06073020902,Census Tract 209.02,422787620.0,7987272.0,317616.2191095253,-555360.625289089,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000261,test,2020-05-22,142.0,-120.756035,35.865238,test_ndws64_meta_000.tfrecord.gz,261,06053011400,Census Tract 114,3667519241.0,49218276.0,-68194.09748455495,-238816.8047989672,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000262,test,2020-05-22,142.0,-120.738068,35.847271,test_ndws64_meta_000.tfrecord.gz,262,06053011400,Census Tract 114,3667519241.0,49218276.0,-66589.05263050924,-240825.62763603777,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000263,test,2020-05-22,142.0,-116.587852,32.972664,test_ndws64_meta_000.tfrecord.gz,263,06073020902,Census Tract 209.02,422787620.0,7987272.0,319260.3180600448,-554305.6949897357,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000264,test,2020-05-22,142.0,-120.756035,35.856255,test_ndws64_meta_000.tfrecord.gz,264,06053011400,Census Tract 114,3667519241.0,49218276.0,-68202.05581793122,-239814.7769679441,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000265,test,2020-05-22,142.0,-115.285294,32.667236,test_ndws64_meta_000.tfrecord.gz,265,06025012400,Census Tract 124,5771538242.0,214373966.0,442730.14098020975,-582869.2165419743,nearest,1409.24865529955
test_test_ndws64_meta_000.tfrecord_00000266,test,2020-05-22,142.0,-116.596832,32.981647,test_ndws64_meta_000.tfrecord.gz,266,06073020902,Census Tract 209.02,422787620.0,7987272.0,318384.74525504466,-553341.3859499558,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000267,test,2020-05-22,142.0,-119.085167,35.919136,test_ndws64_meta_000.tfrecord.gz,267,06107004500,Census Tract 45,343579697.0,82605.0,82459.43638387571,-232702.73303426662,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000268,test,2020-05-22,142.0,-119.07618,35.829304,test_ndws64_meta_000.tfrecord.gz,268,06107004301,Census Tract 43.01,199640545.0,0.0,83366.71108150594,-242674.7447225568,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000269,test,2020-05-22,142.0,-116.614799,32.96368,test_ndws64_meta_000.tfrecord.gz,269,06073020902,Census Tract 209.02,422787620.0,7987272.0,316775.6050302982,-555390.6926225736,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000270,test,2020-05-22,142.0,-119.112114,36.233547,test_ndws64_meta_000.tfrecord.gz,270,06107002500,Census Tract 25,125737555.0,0.0,79703.44896439895,-197792.329679342,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000271,test,2020-05-22,142.0,-119.085167,35.838287,test_ndws64_meta_000.tfrecord.gz,271,06107004301,Census Tract 43.01,199640545.0,0.0,82546.10817480725,-241684.6674277126,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000272,test,2020-01-28,27.0,-114.647491,33.448769,test_ndws64_meta_000.tfrecord.gz,272,06065045900,Census Tract 459,273579584.0,298988.0,497676.76429272944,-493239.1840034998,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000273,test,2020-01-28,27.0,-119.183983,35.838287,test_ndws64_meta_000.tfrecord.gz,273,06107004301,Census Tract 43.01,199640545.0,0.0,73630.09551833138,-241766.05625040177,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000274,test,2020-01-28,27.0,-119.192963,35.838287,test_ndws64_meta_000.tfrecord.gz,274,06107004301,Census Tract 43.01,199640545.0,0.0,72819.8400960627,-241772.99191554775,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000275,test,2020-01-30,29.0,-122.229271,39.674095,test_ndws64_meta_000.tfrecord.gz,275,06021010300,Census Tract 103,2543708130.0,20783679.0,-191109.846886235,186497.7329383623,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000276,test,2020-01-30,29.0,-114.611557,33.574535,test_ndws64_meta_000.tfrecord.gz,276,06065045900,Census Tract 459,273579584.0,298988.0,500222.3419967818,-479130.1641107411,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000277,test,2020-01-30,29.0,-114.611557,33.565552,test_ndws64_meta_000.tfrecord.gz,277,06065045900,Census Tract 459,273579584.0,298988.0,500278.91444927664,-480124.47260086983,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000278,test,2020-01-30,29.0,-122.247238,39.674095,test_ndws64_meta_000.tfrecord.gz,278,06021010300,Census Tract 103,2543708130.0,20783679.0,-192649.82570544814,186534.09575359523,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000279,test,2020-01-30,29.0,-122.256218,39.674095,test_ndws64_meta_000.tfrecord.gz,279,06021010300,Census Tract 103,2543708130.0,20783679.0,-193419.5125350362,186552.37946018763,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000280,test,2020-01-30,29.0,-114.620537,33.565552,test_ndws64_meta_000.tfrecord.gz,280,06065045900,Census Tract 459,273579584.0,298988.0,499446.08046746766,-480171.81818538206,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000281,test,2020-01-30,29.0,-114.60257,33.565552,test_ndws64_meta_000.tfrecord.gz,281,06065047000,Census Tract 470,134979433.0,4213361.0,501112.3931400902,-480077.01113423845,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000282,test,2020-01-30,29.0,-114.620537,33.574535,test_ndws64_meta_000.tfrecord.gz,282,06065045900,Census Tract 459,273579584.0,298988.0,499389.60219335917,-479177.50434132665,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000283,test,2020-01-30,29.0,-122.256218,39.683079,test_ndws64_meta_000.tfrecord.gz,283,06021010300,Census Tract 103,2543708130.0,20783679.0,-193395.75975624553,187550.30647280486,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000284,test,2020-01-30,29.0,-122.238251,39.683079,test_ndws64_meta_000.tfrecord.gz,284,06021010300,Census Tract 103,2543708130.0,20783679.0,-191855.97350396842,187513.80227865465,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000285,test,2020-01-30,29.0,-114.629524,33.574535,test_ndws64_meta_000.tfrecord.gz,285,06065045900,Census Tract 459,273579584.0,298988.0,498556.2087754785,-479224.8025068389,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000286,test,2020-01-30,29.0,-122.265205,39.683079,test_ndws64_meta_000.tfrecord.gz,286,06021010300,Census Tract 103,2543708130.0,20783679.0,-194165.9502327215,187568.6751634716,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000287,test,2020-01-30,29.0,-122.238251,39.674095,test_ndws64_meta_000.tfrecord.gz,287,06021010300,Census Tract 103,2543708130.0,20783679.0,-191879.53716691554,186515.8707826105,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000288,test,2020-01-30,29.0,-122.247238,39.683079,test_ndws64_meta_000.tfrecord.gz,288,06021010300,Census Tract 103,2543708130.0,20783679.0,-192626.16744763296,187532.02501153294,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000289,test,2020-01-30,29.0,-122.247238,39.692062,test_ndws64_meta_000.tfrecord.gz,289,06021010300,Census Tract 103,2543708130.0,20783679.0,-192602.5119464758,188529.83799084602,intersects,0.0
test_test_ndws64_meta_000.tfrecord_00000290,test,2020-01-30,29.0,-122.256218,39.692062,test_ndws64_meta_000.tfrecord.gz,290,06021010300,Census Tract 103,2543708130.0,20783679.0,-193372.00974512647,188548.11720705917,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000000,train,2020-07-19,200.0,-120.621284,36.224564,train_ndws64_meta_000.tfrecord.gz,0,06019007903,Census Tract 79.03,1823994219.0,976972.0,-55778.168449577366,-198980.99066991825,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000001,train,2020-07-19,200.0,-120.594337,36.206596,train_ndws64_meta_000.tfrecord.gz,1,06019007903,Census Tract 79.03,1823994219.0,976972.0,-53371.4462917033,-200993.0782576874,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000002,train,2020-07-19,200.0,-120.809929,40.419697,train_ndws64_meta_000.tfrecord.gz,2,06035040200,Census Tract 402,1845002841.0,131026929.0,-68731.21415535621,267367.8233561544,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000003,train,2020-07-19,200.0,-120.594337,36.197613,train_ndws64_meta_000.tfrecord.gz,3,06019007903,Census Tract 79.03,1823994219.0,976972.0,-53377.70372228317,-201991.2493599439,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000004,train,2020-07-19,200.0,-121.465698,38.77578,train_ndws64_meta_000.tfrecord.gz,4,06061021327,Census Tract 213.27,64354909.0,0.0,-127200.52626344125,85400.83844158472,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000005,train,2020-07-19,200.0,-120.809929,40.42868,train_ndws64_meta_000.tfrecord.gz,5,06035040200,Census Tract 402,1845002841.0,131026929.0,-68722.6921937827,268365.3613968594,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000006,train,2020-07-19,200.0,-120.836884,40.410713,train_ndws64_meta_000.tfrecord.gz,6,06035040200,Census Tract 402,1845002841.0,131026929.0,-71027.38489225993,266390.0354137132,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000007,train,2020-07-19,200.0,-122.633514,41.776154,train_ndws64_meta_000.tfrecord.gz,7,06093000701,Census Tract 7.01,715116528.0,1172689.0,-219275.12818996885,420655.8633623542,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000008,train,2020-07-19,200.0,-120.639252,36.242531,train_ndws64_meta_000.tfrecord.gz,8,06019007903,Census Tract 79.03,1823994219.0,976972.0,-57377.82930649049,-196973.78857744066,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000009,train,2020-07-19,200.0,-120.612305,36.206596,train_ndws64_meta_000.tfrecord.gz,9,06019007903,Census Tract 79.03,1823994219.0,976972.0,-54984.950094348904,-200982.81046979362,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000010,train,2020-07-19,200.0,-120.621284,36.21558,train_ndws64_meta_000.tfrecord.gz,10,06019007903,Census Tract 79.03,1823994219.0,976972.0,-55784.710372115864,-199979.2799801277,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000011,train,2020-07-19,200.0,-120.630264,36.206596,train_ndws64_meta_000.tfrecord.gz,11,06053011400,Census Tract 114,3667519241.0,49218276.0,-56597.64373489026,-200972.24226550944,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000012,train,2020-07-19,200.0,-120.863831,40.419697,train_ndws64_meta_000.tfrecord.gz,12,06035040200,Census Tract 402,1845002841.0,131026929.0,-73305.25778807803,267408.19973464776,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000013,train,2020-07-19,200.0,-120.845863,40.437664,train_ndws64_meta_000.tfrecord.gz,13,06035040200,Census Tract 402,1845002841.0,131026929.0,-71762.72155174146,269389.62454926316,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000014,train,2020-07-19,200.0,-121.456718,38.766796,train_ndws64_meta_000.tfrecord.gz,14,06061021327,Census Tract 213.27,64354909.0,0.0,-126436.60164172333,84390.34666963713,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000015,train,2020-07-19,200.0,-122.642494,41.785137,train_ndws64_meta_000.tfrecord.gz,15,06093000701,Census Tract 7.01,715116528.0,1172689.0,-219994.87919501492,421672.40741839446,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000016,train,2020-07-19,200.0,-120.648232,36.233547,train_ndws64_meta_000.tfrecord.gz,16,06019007903,Census Tract 79.03,1823994219.0,976972.0,-58190.66727452155,-197966.61196394498,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000017,train,2020-07-19,200.0,-120.639252,36.233547,train_ndws64_meta_000.tfrecord.gz,17,06019007903,Census Tract 79.03,1823994219.0,976972.0,-57384.5604829596,-197972.08544589207,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000018,train,2020-07-20,201.0,-114.791222,37.302544,train_ndws64_meta_000.tfrecord.gz,18,06027000800,Census Tract 8,17743920238.0,41657866.0,460827.14232411305,-66690.15541459061,nearest,172365.80829799827
train_train_ndws64_meta_000.tfrecord_00000019,train,2020-07-20,201.0,-115.761398,40.563427,train_ndws64_meta_000.tfrecord.gz,19,06035040100,Census Tract 401,7529542028.0,87729249.0,358862.36860523553,291057.9058953058,nearest,358588.67180647486
train_train_ndws64_meta_000.tfrecord_00000020,train,2020-07-20,201.0,-120.809929,40.419697,train_ndws64_meta_000.tfrecord.gz,20,06035040200,Census Tract 402,1845002841.0,131026929.0,-68731.21415535621,267367.8233561544,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000021,train,2020-07-20,201.0,-115.788345,40.599358,train_ndws64_meta_000.tfrecord.gz,21,06035040100,Census Tract 401,7529542028.0,87729249.0,356405.2265854057,294941.9440855589,nearest,356170.0061506952
train_train_ndws64_meta_000.tfrecord_00000022,train,2020-07-20,201.0,-120.800949,40.455627,train_ndws64_meta_000.tfrecord.gz,22,06035040200,Census Tract 402,1845002841.0,131026929.0,-67935.47484463696,271351.23778876755,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000023,train,2020-07-20,201.0,-114.809181,37.347458,train_ndws64_meta_000.tfrecord.gz,23,06027000800,Census Tract 8,17743920238.0,41657866.0,458966.6600783506,-61792.05846271897,nearest,174815.47149774933
train_train_ndws64_meta_000.tfrecord_00000024,train,2020-07-20,201.0,-120.836884,40.437664,train_ndws64_meta_000.tfrecord.gz,24,06035040200,Census Tract 402,1845002841.0,131026929.0,-71000.96621861935,269382.86421258934,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000025,train,2020-07-20,201.0,-114.755287,37.347458,train_ndws64_meta_000.tfrecord.gz,25,06027000800,Census Tract 8,17743920238.0,41657866.0,463727.07303774817,-61529.80538368132,nearest,178156.41316377438
train_train_ndws64_meta_000.tfrecord_00000026,train,2020-07-20,201.0,-120.657219,36.206596,train_ndws64_meta_000.tfrecord.gz,26,06053011400,Census Tract 114,3667519241.0,49218276.0,-59018.16204351575,-200955.80690841237,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000027,train,2020-07-20,201.0,-120.809929,40.42868,train_ndws64_meta_000.tfrecord.gz,27,06035040200,Census Tract 402,1845002841.0,131026929.0,-68722.6921937827,268365.3613968594,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000028,train,2020-07-20,201.0,-114.773254,37.374409,train_ndws64_meta_000.tfrecord.gz,28,06027000800,Census Tract 8,17743920238.0,41657866.0,461974.99828604626,-58626.14837764483,nearest,179179.63099593186
train_train_ndws64_meta_000.tfrecord_00000029,train,2020-07-20,201.0,-120.774002,40.419697,train_ndws64_meta_000.tfrecord.gz,29,06035040200,Census Tract 402,1845002841.0,131026929.0,-65682.48988558482,267342.3558099074,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000030,train,2020-07-20,201.0,-120.791962,40.437664,train_ndws64_meta_000.tfrecord.gz,30,06035040200,Census Tract 402,1845002841.0,131026929.0,-67189.88951611838,269350.1255455557,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000031,train,2020-07-20,201.0,-120.809929,40.40173,train_ndws64_meta_000.tfrecord.gz,31,06035040200,Census Tract 402,1845002841.0,131026929.0,-68748.25921761486,265372.6139360564,intersects,0.0
train_train_ndws64_meta_000.tfrecord_00000032,train,2020-07-20,201.0,-115.707497,40.599358,train_ndws64_meta_000.tfrecord.gz,32,06035040100,Census Tract 401,7529542028.0,87729249.0,363242.2405188199,295248.7838944392,nearest,363009.5037921255
train_train_ndws64_meta_000.tfrecord_00000033,train,2020-07-20,201.0,-115.761398,40.581394,train_ndws64_meta_000.tfrecord.gz,33,06035040100,Census Tract 401,7529542028.0,87729249.0,358773.20762411214,293050.91889226437,nearest,358517.62612796127
train_train_ndws64_meta_000.tfrecord_00000034,train,2020-07-20,201.0,-114.755287,37.29356,train_ndws64_meta_000.tfrecord.gz,34,06027000800,Census Tract 8,17743920238.0,41657866.0,464058.341846641,-67512.03257851629,nearest,173888.8078035907
train_train_ndws64_meta_000.tfrecord_00000035,train,2020-07-20,201.0,-115.698517,40.581394,train_ndws64_meta_000.tfrecord.gz,35,06035040100,Census Tract 401,7529542028.0,87729249.0,364092.09569343476,293290.636221488,nearest,363838.48742635973
