sample_id,split,sample_date,start_day,sample_lon,sample_lat,source_file,record_index,GEOID,NAMELSAD,ALAND,AWATER,point_x_3310,point_y_3310,tract_match_method,tract_nearest_dist_m,acs_population,acs_housing_units,acs_median_home_value,svi_rpl_themes,svi_rpl_theme1,svi_rpl_theme2,svi_rpl_theme3,svi_rpl_theme4,tract_area_km2,exposure_pop_density_km2,exposure_housing_density_km2,road_nearest_dist_m,road_nearest_route_id,road_nearest_f_system,past_fire_count_5y_10km,past_fire_acres_5y_10km,days_since_fire_min_5y_10km,vulnerability_index
train_train_ndws64_meta_000.tfrecord_00000256,train,2020-12-04,338.0,-115.878181,41.614456,train_ndws64_meta_000.tfrecord.gz,256,06049000400,Census Tract 4,1663639425.0,126955168.0,343911.75254204497,407154.5365337757,nearest,343806.62843819906,1384,867,175200,0.4131,0.5211,0.3869,0.0835,0.4187,1663.639425,0.8319110374533231,0.5211465819884618,344118.27157433494,SHS_299._S,5,0,0.0,,0.4131
train_train_ndws64_meta_000.tfrecord_00000257,train,2020-12-04,338.0,-122.247238,39.701042,train_ndws64_meta_000.tfrecord.gz,257,06021010300,Census Tract 103,2543708130.0,20783679.0,-192578.86446925692,189527.31251231956,intersects,0.0,1933,1035,247400,0.5394,0.4156,0.7641,0.0669,0.7067,2543.70813,0.7599142280525715,0.4068863042081797,421.096632083795,GLE_CO_ROAD 25_P,6,0,0.0,,0.5394
train_train_ndws64_meta_000.tfrecord_00000258,train,2020-12-04,338.0,-122.103508,39.045273,train_ndws64_meta_000.tfrecord.gz,258,06011000100,Census Tract 1,565819970.0,1560788.0,-181880.6045839784,116389.00873060664,intersects,0.0,5537,1850,317900,0.595,0.6569,0.7065,0.5372,0.3459,565.81997,9.785798122325021,3.2695912093735395,39.98269486587301,STREET-UNNAMED_228897_P,7,1,53.4439,1236.0,0.595
train_train_ndws64_meta_000.tfrecord_00000259,train,2020-12-04,338.0,-122.247238,39.710026,train_ndws64_meta_000.tfrecord.gz,259,06021010300,Census Tract 103,2543708130.0,20783679.0,-192555.20658318856,190525.2260896,intersects,0.0,1933,1035,247400,0.5394,0.4156,0.7641,0.0669,0.7067,2543.70813,0.7599142280525715,0.4068863042081797,993.1461182224305,GLE_CO_ROAD 22_P,7,0,0.0,,0.5394
train_train_ndws64_meta_000.tfrecord_00000260,train,2020-12-04,338.0,-122.238251,39.692062,train_ndws64_meta_000.tfrecord.gz,260,06021010300,Census Tract 103,2543708130.0,20783679.0,-191832.41258665707,188511.61749581527,intersects,0.0,1933,1035,247400,0.5394,0.4156,0.7641,0.0669,0.7067,2543.70813,0.7599142280525715,0.4068863042081797,359.7435303204361,GLE_CO_CO RD F_P,7,0,0.0,,0.5394
train_train_ndws64_meta_000.tfrecord_00000261,train,2020-12-07,341.0,-121.887909,39.665112,train_ndws64_meta_000.tfrecord.gz,261,06007001500,Census Tract 15,350550619.0,3546626.0,-161869.8250141265,184864.40329071836,intersects,0.0,6073,2065,523400,0.3274,0.289,0.2653,0.0447,0.6166,350.550619,17.324174230027534,5.890732716121662,268.0842719148779,BUT_CO_ARCHER RANCH RD_P,7,0,0.0,,0.3274
train_train_ndws64_meta_000.tfrecord_00000262,train,2020-12-08,342.0,-123.064705,41.237164,train_ndws64_meta_000.tfrecord.gz,262,06093000800,Census Tract 8,3204025612.0,11039889.0,-257098.25806806344,361976.8322059922,intersects,0.0,3703,1697,232100,0.5118,0.5361,0.5952,0.0676,0.5647,3204.025612,1.155733582818813,0.529646203090339,685.9843160218599,SIS_CO_39 GRASSHOPPER PICAYUNE_P,7,0,0.0,,0.5118
train_train_ndws64_meta_000.tfrecord_00000263,train,2020-12-08,342.0,-122.283165,39.710026,train_ndws64_meta_000.tfrecord.gz,263,06021010300,Census Tract 103,2543708130.0,20783679.0,-195633.031033475,190598.776639855,intersects,0.0,1933,1035,247400,0.5394,0.4156,0.7641,0.0669,0.7067,2543.70813,0.7599142280525715,0.4068863042081797,285.750992255111,STREET-UNNAMED_260862_P,7,1,155.273,281.0,0.5394
train_train_ndws64_meta_000.tfrecord_00000264,train,2020-12-08,342.0,-122.292152,39.710026,train_ndws64_meta_000.tfrecord.gz,264,06021010300,Census Tract 103,2543708130.0,20783679.0,-196402.9325322152,190617.35739012063,intersects,0.0,1933,1035,247400,0.5394,0.4156,0.7641,0.0669,0.7067,2543.70813,0.7599142280525715,0.4068863042081797,276.5581686158016,STREET-UNNAMED_262301_P,7,1,155.273,281.0,0.5394
train_train_ndws64_meta_000.tfrecord_00000265,train,2020-12-08,342.0,-122.301132,39.719009,train_ndws64_meta_000.tfrecord.gz,265,06021010300,Census Tract 103,2543708130.0,20783679.0,-197148.01026730728,191633.78017403884,intersects,0.0,1933,1035,247400,0.5394,0.4156,0.7641,0.0669,0.7067,2543.70813,0.7599142280525715,0.4068863042081797,497.24807220638485,STREET-UNNAMED_265614_P,7,1,155.273,281.0,0.5394
train_train_ndws64_meta_000.tfrecord_00000266,train,2020-04-30,120.0,-119.157028,35.81134,train_ndws64_meta_000.tfrecord.gz,266,06107004301,Census Tract 43.01,199640545.0,0.0,76088.82900496591,-244738.38311155743,intersects,0.0,3051,934,129100,0.9229,0.998,0.7486,0.9544,0.6087,199.640545,15.2824667955099,4.678408386432726,119.02587417927047,TUL_CO_AVE 12_P,7,0,0.0,,0.9229
train_train_ndws64_meta_000.tfrecord_00000267,train,2020-04-30,120.0,-122.193336,39.656128,train_ndws64_meta_000.tfrecord.gz,267,06021010300,Census Tract 103,2543708130.0,20783679.0,-188075.9625806677,184430.09133525655,intersects,0.0,1933,1035,247400,0.5394,0.4156,0.7641,0.0669,0.7067,2543.70813,0.7599142280525715,0.4068863042081797,318.39024266031356,GLE_CO_ROAD 30_P,6,0,0.0,,0.5394
train_train_ndws64_meta_000.tfrecord_00000268,train,2020-04-30,120.0,-121.312988,38.102043,train_ndws64_meta_000.tfrecord.gz,268,06077004106,Census Tract 41.06,84261678.0,208457.0,-114985.64293194124,10320.67923017731,intersects,0.0,1897,592,648900,0.3969,0.3718,0.4302,0.2149,0.5039,84.261678,22.513199891414455,7.025732385723436,108.36850767930844,SJ_CO_W HARNEY LN_P,5,0,0.0,,0.3969
train_train_ndws64_meta_000.tfrecord_00000269,train,2020-04-30,120.0,-120.881798,35.883205,train_ndws64_meta_000.tfrecord.gz,269,06053011400,Census Tract 114,3667519241.0,49218276.0,-79519.00769705072,-236722.77358842595,intersects,0.0,4455,1472,418900,0.4492,0.5085,0.2422,0.2719,0.5875,3667.519241,1.2147175535431636,0.401361220834015,457.2185244116465,STREET-UNNAMED_105674_P,7,8,739.92484,240.0,0.4492
train_train_ndws64_meta_000.tfrecord_00000270,train,2020-04-30,120.0,-122.202316,39.656128,train_ndws64_meta_000.tfrecord.gz,270,06021010300,Census Tract 103,2543708130.0,20783679.0,-188845.8487162148,184447.94182770327,intersects,0.0,1933,1035,247400,0.5394,0.4156,0.7641,0.0669,0.7067,2543.70813,0.7599142280525715,0.4068863042081797,164.7632456620916,SHS_005._P,1,0,0.0,,0.5394
train_train_ndws64_meta_000.tfrecord_00000271,train,2020-04-30,120.0,-119.148048,35.81134,train_ndws64_meta_000.tfrecord.gz,271,06107004301,Census Tract 43.01,199640545.0,0.0,76899.36528616869,-244731.13780358012,intersects,0.0,3051,934,129100,0.9229,0.998,0.7486,0.9544,0.6087,199.640545,15.2824667955099,4.678408386432726,119.10306596639289,TUL_CO_AVE 12_P,7,0,0.0,,0.9229
train_train_ndws64_meta_000.tfrecord_00000272,train,2020-05-01,121.0,-121.708244,39.332733,train_ndws64_meta_000.tfrecord.gz,272,06007003502,Census Tract 35.02,122146259.0,170793.0,-147132.49103497397,147644.12455754587,intersects,0.0,4193,1689,202900,0.8137,0.7598,0.9666,0.3477,0.685,122.146259,34.32769889415934,13.827685054193923,125.41382837285465,BUT_CO_W EVANS REIMER RD_P,6,0,0.0,,0.8137
train_train_ndws64_meta_000.tfrecord_00000273,train,2020-05-01,121.0,-121.420784,41.9109,train_ndws64_meta_000.tfrecord.gz,273,06049000200,Census Tract 2,2409364166.0,66821707.0,-118086.09240903464,433435.82645121776,intersects,0.0,1602,1032,143400,0.6201,0.6123,0.7949,0.1567,0.5758,2409.364166,0.6649057135516475,0.42832877427297145,211.12907684966387,SHS_139._S,3,1,653.508,1038.0,0.6201
train_train_ndws64_meta_000.tfrecord_00000274,train,2020-05-01,121.0,-121.393837,39.018326,train_ndws64_meta_000.tfrecord.gz,274,06115040800,Census Tract 408,109394813.0,128316.0,-120568.2126822345,112262.54366385564,intersects,0.0,4342,1497,279900,0.4567,0.4115,0.7134,0.1385,0.4587,109.394813,39.69109577434901,13.684378252925027,202.5002023174214,STREET-UNNAMED_226191_P,7,7,269.719,300.0,0.4567
train_train_ndws64_meta_000.tfrecord_00000275,train,2020-05-04,124.0,-121.708244,39.332733,train_ndws64_meta_000.tfrecord.gz,275,06007003502,Census Tract 35.02,122146259.0,170793.0,-147132.49103497397,147644.12455754587,intersects,0.0,4193,1689,202900,0.8137,0.7598,0.9666,0.3477,0.685,122.146259,34.32769889415934,13.827685054193923,125.41382837285465,BUT_CO_W EVANS REIMER RD_P,6,0,0.0,,0.8137
train_train_ndws64_meta_000.tfrecord_00000276,train,2020-05-04,124.0,-121.37587,37.958313,train_ndws64_meta_000.tfrecord.gz,276,06077003900,Census Tract 39,493561618.0,36106979.0,-120724.0562152604,-5577.507287303917,intersects,0.0,1697,711,448400,0.899,0.775,0.8793,0.5213,0.9528,493.561618,3.4382738408155555,1.4405496174542487,273.5473486737711,SJ_CO_BURNS CUTOFF RD_P,7,0,0.0,,0.899
train_train_ndws64_meta_000.tfrecord_00000277,train,2020-05-04,124.0,-121.582481,38.685947,train_ndws64_meta_000.tfrecord.gz,277,06067007101,Census Tract 71.01,75757022.0,756966.0,-137501.2870145248,75579.83690857096,intersects,0.0,340,96,937500,0.0532,0.0474,0.1267,0.0,0.2123,75.757022,4.488032805724596,1.2672092627928273,385.5007862547226,SAC_CO_AVIATION DR_P,7,0,0.0,,0.0532
train_train_ndws64_meta_000.tfrecord_00000278,train,2020-05-04,124.0,-119.543304,36.521008,train_ndws64_meta_000.tfrecord.gz,278,06019007203,Census Tract 72.03,2797016.0,0.0,40843.09124416764,-166121.89523736248,intersects,0.0,1474,516,412700,0.0953,0.2007,0.5737,0.1395,0.0172,2.797016,526.9901924050488,184.4823197293115,55.453960514591245,ALY_814509_P,7,0,0.0,,0.0953
train_train_ndws64_meta_000.tfrecord_00000279,train,2020-05-05,125.0,-120.378738,36.718636,train_ndws64_meta_000.tfrecord.gz,279,06019008200,Census Tract 82,815307839.0,5549878.0,-33783.474556114954,-144188.35575474007,intersects,0.0,6550,1760,193800,0.9163,0.9316,0.7357,0.8994,0.8172,815.307839,8.033775325935508,2.158693828037633,490.88096967786583,FRE_CO_W PANOCHE RD_P,5,0,0.0,,0.9163
train_train_ndws64_meta_000.tfrecord_00000280,train,2020-05-05,125.0,-122.714363,38.937477,train_ndws64_meta_000.tfrecord.gz,280,06033000901,Census Tract 9.01,41948909.0,8249644.0,-235028.57150946985,105754.88987987582,intersects,0.0,3162,1715,219900,0.4162,0.4222,0.3205,0.2504,0.5676,41.948909,75.37740731230936,40.883065635866714,218.92874363010344,STREET-UNNAMED_230131_P,7,8,82430.9048,241.0,0.4162
train_train_ndws64_meta_000.tfrecord_00000281,train,2020-05-05,125.0,-116.201576,39.844776,train_ndws64_meta_000.tfrecord.gz,281,06051000101,Census Tract 1.01,4143553771.0,34471523.0,324812.76660295983,209721.7550949594,nearest,289966.2649842269,4039,2575,365100,0.5395,0.4802,0.3456,0.1912,0.8422,4143.553771,0.9747671258107585,0.621447226779575,290001.78992059507,MNO_CO_PIZONA SPRINGS_P,7,0,0.0,,0.5395
train_train_ndws64_meta_000.tfrecord_00000282,train,2020-05-05,125.0,-116.210556,39.844776,train_ndws64_meta_000.tfrecord.gz,282,06051000101,Census Tract 1.01,4143553771.0,34471523.0,324045.27372275305,209691.02608114012,nearest,289432.33873112005,4039,2575,365100,0.5395,0.4802,0.3456,0.1912,0.8422,4143.553771,0.9747671258107585,0.621447226779575,289462.43557575793,MNO_CO_PIZONA SPRINGS_P,7,0,0.0,,0.5395
train_train_ndws64_meta_000.tfrecord_00000283,train,2020-05-05,125.0,-116.183609,39.835793,train_ndws64_meta_000.tfrecord.gz,283,06051000101,Census Tract 1.01,4143553771.0,34471523.0,326388.5042212211,208786.2629497191,nearest,290324.6795828098,4039,2575,365100,0.5395,0.4802,0.3456,0.1912,0.8422,4143.553771,0.9747671258107585,0.621447226779575,290333.47178186354,MNO_CO_TRUMAN MEADOWS RD_P,7,0,0.0,,0.5395
train_train_ndws64_meta_000.tfrecord_00000284,train,2020-05-05,125.0,-119.264832,35.586761,train_ndws64_meta_000.tfrecord.gz,284,06029004605,Census Tract 46.05,479143514.0,1680457.0,66551.82199501072,-269766.6449232004,intersects,0.0,3553,936,286900,0.3426,0.5039,0.245,0.7312,0.1428,479.143514,7.415314819434246,1.95348569405867,491.61146710867274,KER_CO_BEECH AVE_P,7,0,0.0,,0.3426
train_train_ndws64_meta_000.tfrecord_00000285,train,2020-05-05,125.0,-119.246864,35.586761,train_ndws64_meta_000.tfrecord.gz,285,06029004605,Census Tract 46.05,479143514.0,1680457.0,68178.35944566005,-269753.8779710699,intersects,0.0,3553,936,286900,0.3426,0.5039,0.245,0.7312,0.1428,479.143514,7.415314819434246,1.95348569405867,1134.9035580128418,KER_CO_BEECH AVE_P,7,0,0.0,,0.3426
train_train_ndws64_meta_000.tfrecord_00000286,train,2020-05-05,125.0,-120.387726,36.709656,train_ndws64_meta_000.tfrecord.gz,286,06019008304,Census Tract 83.04,1277309433.0,3386618.0,-34589.2824881858,-145183.18117930833,intersects,0.0,4074,993,168400,0.9665,0.9803,0.3751,0.8945,0.9941,1277.309433,3.1895168819284843,0.7774153813831578,36.02299668779967,SHS_033._S,4,0,0.0,,0.9665
train_train_ndws64_meta_000.tfrecord_00000287,train,2020-05-05,125.0,-116.165642,39.835793,train_ndws64_meta_000.tfrecord.gz,287,06051000101,Census Tract 1.01,4143553771.0,34471523.0,327924.25675061817,208848.26178839523,nearest,291392.17143399944,4039,2575,365100,0.5395,0.4802,0.3456,0.1912,0.8422,4143.553771,0.9747671258107585,0.621447226779575,291394.21451307856,MNO_CO_TRUMAN MEADOWS RD_P,7,0,0.0,,0.5395
train_train_ndws64_meta_000.tfrecord_00000288,train,2020-05-05,125.0,-116.192589,39.835793,train_ndws64_meta_000.tfrecord.gz,288,06051000101,Census Tract 1.01,4143553771.0,34471523.0,325620.9227267339,208755.38469061532,nearest,289787.1694482161,4039,2575,365100,0.5395,0.4802,0.3456,0.1912,0.8422,4143.553771,0.9747671258107585,0.621447226779575,289804.9864320841,MNO_CO_TRUMAN MEADOWS RD_P,7,0,0.0,,0.5395
train_train_ndws64_meta_000.tfrecord_00000289,train,2020-05-05,125.0,-119.255844,35.586761,train_ndws64_meta_000.tfrecord.gz,289,06029004605,Census Tract 46.05,479143514.0,1680457.0,67365.4531192784,-269760.2971374062,intersects,0.0,3553,936,286900,0.3426,0.5039,0.245,0.7312,0.1428,479.143514,7.415314819434246,1.95348569405867,322.0085008447083,KER_CO_BEECH AVE_P,7,0,0.0,,0.3426
train_train_ndws64_meta_000.tfrecord_00000290,train,2020-05-06,126.0,-120.7201,37.598988,train_ndws64_meta_000.tfrecord.gz,290,06099002901,Census Tract 29.01,310481228.0,13846924.0,-63489.30876973273,-46157.32376647415,intersects,0.0,5125,1881,513400,0.4761,0.4913,0.5719,0.1501,0.5013,310.481228,16.506634017822165,6.058337285370438,57.478890348968086,STA_CO_MEIKLE RD_P,7,0,0.0,,0.4761
train_train_ndws64_meta_000.tfrecord_00000291,train,2020-05-06,126.0,-121.241119,38.452385,train_ndws64_meta_000.tfrecord.gz,291,06067009336,Census Tract 93.36,58878206.0,112446.0,-108182.23408240128,49177.97074773815,intersects,0.0,4237,1372,829800,0.1822,0.0654,0.2269,0.2825,0.4734,58.878206,71.96211107383265,23.302340427967525,900.3655568186971,SAC_CO_FARM RD_P,7,0,0.0,,0.1822
train_train_ndws64_meta_000.tfrecord_00000292,train,2020-05-06,126.0,-122.166389,39.647144,train_ndws64_meta_000.tfrecord.gz,292,06021010300,Census Tract 103,2543708130.0,20783679.0,-185788.50154658552,183378.99916065345,intersects,0.0,1933,1035,247400,0.5394,0.4156,0.7641,0.0669,0.7067,2543.70813,0.7599142280525715,0.4068863042081797,147.36395316100905,STREET-UNNAMED_250522_P,7,0,0.0,,0.5394
train_train_ndws64_meta_000.tfrecord_00000293,train,2020-05-06,126.0,-121.196205,37.787632,train_ndws64_meta_000.tfrecord.gz,293,06077005140,Census Tract 51.40,3476932.0,0.0,-105199.8572313852,-24763.912362586707,intersects,0.0,4043,1358,358800,0.6299,0.7179,0.5184,0.4533,0.5267,3.476932,1162.8067503189593,390.5742188803232,97.15975529919157,SJ_MTCA_DUPONT CT_P,7,0,0.0,,0.6299
train_train_ndws64_meta_000.tfrecord_00000294,train,2020-05-06,126.0,-118.896523,35.308281,train_ndws64_meta_000.tfrecord.gz,294,06029006201,Census Tract 62.01,89198145.0,59978.0,100252.10206322122,-300371.7414283464,intersects,0.0,2550,827,291500,0.9564,0.931,0.8791,0.6737,0.9372,89.198145,28.58803846201062,9.27149325807168,11.203855724472339,KER_CO_S VINELAND RD_P,7,6,77.18993,698.0,0.9564
train_train_ndws64_meta_000.tfrecord_00000295,train,2020-05-06,126.0,-118.905502,35.308281,train_ndws64_meta_000.tfrecord.gz,295,06029006201,Census Tract 62.01,89198145.0,59978.0,99436.3864012624,-300381.1973441527,intersects,0.0,2550,827,291500,0.9564,0.931,0.8791,0.6737,0.9372,89.198145,28.58803846201062,9.27149325807168,272.6005382476403,KER_CO_HERMOSA RD_P,7,4,67.07849,698.0,0.9564
train_train_ndws64_meta_000.tfrecord_00000296,train,2020-05-06,126.0,-119.183983,35.883205,train_ndws64_meta_000.tfrecord.gz,296,06107004301,Census Tract 43.01,199640545.0,0.0,73587.14408366074,-236775.8884097482,intersects,0.0,3051,934,129100,0.9229,0.998,0.7486,0.9544,0.6087,199.640545,15.2824667955099,4.678408386432726,164.29091250770568,TUL_CO_AVE 52_P,7,0,0.0,,0.9229
train_train_ndws64_meta_000.tfrecord_00000297,train,2020-05-06,126.0,-121.250107,38.452385,train_ndws64_meta_000.tfrecord.gz,297,06067009336,Census Tract 93.36,58878206.0,112446.0,-108965.62856063744,49188.26372985589,intersects,0.0,4237,1372,829800,0.1822,0.0654,0.2269,0.2825,0.4734,58.878206,71.96211107383265,23.302340427967525,1503.2457622787902,SAC_CO_SLOUGHHOUSE RD_P,7,0,0.0,,0.1822
train_train_ndws64_meta_001.tfrecord_00000000,train,2020-02-03,33.0,-120.522469,36.691689,train_ndws64_meta_001.tfrecord.gz,0,06019008304,Census Tract 83.04,1277309433.0,3386618.0,-46620.68954509868,-147122.36791429576,intersects,0.0,4074,993,168400,0.9665,0.9803,0.3751,0.8945,0.9941,1277.309433,3.1895168819284843,0.7774153813831578,79.84067802320071,STREET-UNNAMED_112676_P,7,0,0.0,,0.9665
train_train_ndws64_meta_001.tfrecord_00000001,train,2020-02-03,33.0,-120.010429,36.682705,train_ndws64_meta_001.tfrecord.gz,1,06019003900,Census Tract 39,456644747.0,1669531.0,-930.709798054274,-148249.28479507333,intersects,0.0,6133,1690,326100,0.7739,0.6456,0.919,0.6142,0.7285,456.644747,13.43057166493585,3.7009075678691645,154.79885434008153,FRE_CO_W MUSCAT AVE_P,7,0,0.0,,0.7739
train_train_ndws64_meta_001.tfrecord_00000002,train,2020-02-03,33.0,-118.842621,35.281334,train_ndws64_meta_001.tfrecord.gz,2,06029006202,Census Tract 62.02,374992924.0,755424.0,105185.4524929642,-303305.77207175875,intersects,0.0,8612,1943,204100,0.8305,0.8832,0.6144,0.9073,0.6871,374.992924,22.965766682040112,5.181431103483969,20.891990479404328,KER_ARV_S COMANCHE DR_P,5,4,24.92713,946.0,0.8305
train_train_ndws64_meta_001.tfrecord_00000003,train,2020-02-03,33.0,-119.606186,36.512024,train_ndws64_meta_001.tfrecord.gz,3,06019007300,Census Tract 73,164109840.0,595054.0,35223.63047782174,-167145.55524369283,intersects,0.0,4377,1426,354900,0.7844,0.6677,0.9103,0.5834,0.7559,164.10984,26.671161217389525,8.68930223806202,433.55309550403257,FRE_CO_S MCCALL AVE_P,7,0,0.0,,0.7844
train_train_ndws64_meta_001.tfrecord_00000004,train,2020-02-03,33.0,-120.15416,36.934235,train_ndws64_meta_001.tfrecord.gz,4,06039000513,Census Tract 5.13,136869268.0,0.0,-13712.155920421294,-120281.2341506672,intersects,0.0,3773,1312,391500,0.5866,0.5212,0.8224,0.6142,0.406,136.869268,27.566451221175523,9.585789557959789,168.5241906396141,MAD_CO_RD 21 1/2_P,7,0,0.0,,0.5866
train_train_ndws64_meta_001.tfrecord_00000005,train,2020-02-03,33.0,-119.606186,36.781521,train_ndws64_meta_001.tfrecord.gz,5,06019005916,Census Tract 59.16,42802771.0,0.0,35099.21565281843,-137193.5506770988,intersects,0.0,2590,949,472700,0.1626,0.0291,0.2272,0.4017,0.4488,42.802771,60.51010108667965,22.171461749520844,359.4062893590698,FRE_CO_N MCCALL AVE_P,7,1,56.8512,944.0,0.1626
train_train_ndws64_meta_001.tfrecord_00000006,train,2020-02-03,33.0,-119.453476,36.50304,train_ndws64_meta_001.tfrecord.gz,6,06107000303,Census Tract 3.03,77635198.0,910635.0,48887.98964974234,-168076.2437368785,intersects,0.0,3835,1276,367400,0.5519,0.5964,0.7676,0.3413,0.3418,77.635198,49.397697163083166,16.43584395830355,17.06590552708152,TUL_CO_AVE 392_P,7,0,0.0,,0.5519
train_train_ndws64_meta_001.tfrecord_00000007,train,2020-02-03,33.0,-118.833641,35.27235,train_ndws64_meta_001.tfrecord.gz,7,06029006202,Census Tract 62.02,374992924.0,755424.0,106013.80987076384,-304293.41404802306,intersects,0.0,8612,1943,204100,0.8305,0.8832,0.6144,0.9073,0.6871,374.992924,22.965766682040112,5.181431103483969,554.1339259128315,KER_CO_PANAMA RD_P,5,5,34.297940000000004,607.0,0.8305
train_train_ndws64_meta_001.tfrecord_00000008,train,2020-02-03,33.0,-120.010429,36.673721,train_ndws64_meta_001.tfrecord.gz,8,06019003900,Census Tract 39,456644747.0,1669531.0,-930.8196344007512,-149247.79111569095,intersects,0.0,6133,1690,326100,0.7739,0.6456,0.919,0.6142,0.7285,456.644747,13.43057166493585,3.7009075678691645,338.8817014847726,FRE_CO_S BISHOP AVE_P,7,0,0.0,,0.7739
train_train_ndws64_meta_001.tfrecord_00000009,train,2020-02-03,33.0,-119.174995,35.784389,train_ndws64_meta_001.tfrecord.gz,9,06029004605,Census Tract 46.05,479143514.0,1680457.0,74493.17648652746,-247746.6553192269,intersects,0.0,3553,936,286900,0.3426,0.5039,0.245,0.7312,0.1428,479.143514,7.415314819434246,1.95348569405867,320.61017868866486,STREET-UNNAMED_514199_P,7,0,0.0,,0.3426
train_train_ndws64_meta_001.tfrecord_00000010,train,2020-02-03,33.0,-114.854103,36.377277,train_ndws64_meta_001.tfrecord.gz,10,06071010300,Census Tract 103,18005085395.0,6351750.0,460848.62358071096,-169683.7270405772,nearest,95037.64501773448,3427,2022,96200,0.7179,0.7536,0.7712,0.3247,0.6475,18005.085395,0.19033511504209116,0.11230160566533653,95037.97490627866,SBD_CO_STATELINE RD_P,7,0,0.0,,0.7179
train_train_ndws64_meta_001.tfrecord_00000011,train,2020-02-03,33.0,-120.037376,36.547958,train_ndws64_meta_001.tfrecord.gz,11,06019007600,Census Tract 76,356819985.0,0.0,-3341.430611074276,-163224.4757554531,intersects,0.0,4261,1292,270900,0.9139,0.8684,0.9488,0.6235,0.8013,356.819985,11.941595704063493,3.6208734216498555,171.79085870292346,FRE_CO_W MOUNTAIN VIEW AVE_P,7,0,0.0,,0.9139
train_train_ndws64_meta_001.tfrecord_00000012,train,2020-02-03,33.0,-119.974495,36.673721,train_ndws64_meta_001.tfrecord.gz,12,06019003900,Census Tract 39,456644747.0,1669531.0,2276.39798033068,-149247.53611746943,intersects,0.0,6133,1690,326100,0.7739,0.6456,0.919,0.6142,0.7285,456.644747,13.43057166493585,3.7009075678691645,358.0109257496002,FRE_CO_W CENTRAL AVE_P,7,0,0.0,,0.7739
train_train_ndws64_meta_001.tfrecord_00000013,train,2020-02-03,33.0,-119.444489,36.655754,train_ndws64_meta_001.tfrecord.gz,13,06019006302,Census Tract 63.02,106505728.0,837447.0,49592.44518242252,-151099.44529571803,intersects,0.0,2076,1014,420100,0.1428,0.2957,0.0648,0.1084,0.2657,106.505728,19.491909392891994,9.520614703464586,97.73924529041757,FRE_CO_E JEFFERSON AVE_P,7,0,0.0,,0.1428
train_train_ndws64_meta_001.tfrecord_00000014,train,2020-02-03,33.0,-120.064331,36.916267,train_ndws64_meta_001.tfrecord.gz,14,06039001100,Census Tract 11,1015567573.0,3478842.0,-5723.442747689759,-122287.61305743225,intersects,0.0,6610,2363,384800,0.6288,0.5096,0.8692,0.3913,0.6024,1015.567573,6.508675715663087,2.326777718019951,35.844152523140785,MAD_CO_AVE 11 1/2_P,7,0,0.0,,0.6288
train_train_ndws64_meta_001.tfrecord_00000015,train,2020-02-03,33.0,-118.851601,35.281334,train_ndws64_meta_001.tfrecord.gz,15,06029006202,Census Tract 62.02,374992924.0,755424.0,104369.36805856008,-303315.6962964372,intersects,0.0,8612,1943,204100,0.8305,0.8832,0.6144,0.9073,0.6871,374.992924,22.965766682040112,5.181431103483969,55.29652992310514,KER_CO_MOUNTAIN VIEW RD_P,7,4,24.92713,946.0,0.8305
train_train_ndws64_meta_001.tfrecord_00000016,train,2020-02-03,33.0,-119.965515,36.673721,train_ndws64_meta_001.tfrecord.gz,16,06019007600,Census Tract 76,356819985.0,0.0,3077.8899654033958,-149247.2825458427,intersects,0.0,4261,1292,270900,0.9139,0.8684,0.9488,0.6235,0.8013,356.819985,11.941595704063493,3.6208734216498555,434.6106500936638,FRE_CO_S DICKENSON AVE_P,5,0,0.0,,0.9139
train_train_ndws64_meta_001.tfrecord_00000017,train,2020-02-03,33.0,-120.477554,36.619823,train_ndws64_meta_001.tfrecord.gz,17,06019008304,Census Tract 83.04,1277309433.0,3386618.0,-42653.12471241207,-155130.72151628602,intersects,0.0,4074,993,168400,0.9665,0.9803,0.3751,0.8945,0.9941,1277.309433,3.1895168819284843,0.7774153813831578,103.5796195689847,FRE_CO_S LYON AVE_P,7,0,0.0,,0.9665
train_train_ndws64_meta_001.tfrecord_00000018,train,2020-02-03,33.0,-120.57637,36.682705,train_ndws64_meta_001.tfrecord.gz,18,06019008304,Census Tract 83.04,1277309433.0,3386618.0,-51436.37003989186,-148092.9868027377,intersects,0.0,4074,993,168400,0.9665,0.9803,0.3751,0.8945,0.9941,1277.309433,3.1895168819284843,0.7774153813831578,581.281325482943,STREET-UNNAMED_108674_P,7,1,160.164,1010.0,0.9665
train_train_ndws64_meta_001.tfrecord_00000019,train,2020-02-03,33.0,-120.495522,36.628807,train_ndws64_meta_001.tfrecord.gz,19,06019008304,Census Tract 83.04,1277309433.0,3386618.0,-44252.71830725457,-154124.0130219832,intersects,0.0,4074,993,168400,0.9665,0.9803,0.3751,0.8945,0.9941,1277.309433,3.1895168819284843,0.7774153813831578,86.98606650567483,FRE_CO_S DOUGLAS AVE_P,6,0,0.0,,0.9665
